id,Gender,Customer_Type,Age,Age_Category,Type_of_Travel,Class,Flight_Distance,Flight_Distance_Category,Inflight_wifi_service,Departure_Arrival_time_convenient,Ease_of_Online_booking,Gate_location,Food_and_drink,Online_boarding,Seat_comfort,Inflight_entertainment,On_board_service,Leg_room_service,Baggage_handling,Checkin_service,Inflight_service,Cleanliness,Departure_Delay_in_Minutes,Departure_Delay_Category,Arrival_Delay_in_Minutes,Satisfaction
10431,Male,Loyal Customer,48,Adolescent,Business travel,Business,316,Short-Haul,3,3,3,3,3,5,5,4,4,4,4,4,4,4,0,Minor Delay,0,satisfied
25956,Female,Loyal Customer,23,Adolescent,Business travel,Eco,946,Short-Haul,5,4,4,4,5,5,3,5,1,2,1,3,4,5,30,Moderate Delay,25,satisfied
19136,Female,Disloyal Customer,58,Adolescent,Business travel,Eco Plus,265,Short-Haul,2,3,3,3,3,2,3,3,4,5,2,4,3,3,0,Minor Delay,3,neutral or dissatisfied
107238,Male,Loyal Customer,25,Adolescent,Business travel,Business,283,Short-Haul,0,0,0,1,3,3,3,3,5,3,4,5,5,3,16,Minor Delay,22,satisfied
99549,Male,Disloyal Customer,21,Adolescent,Business travel,Business,802,Short-Haul,4,4,4,3,3,4,3,3,4,2,4,5,4,3,122,Severe Delay,105,satisfied
96310,Female,Loyal Customer,43,Adolescent,Business travel,Business,2290,Long-Haul,3,3,3,3,5,4,5,4,4,4,4,3,4,3,0,Minor Delay,0,satisfied
20738,Female,Loyal Customer,40,Adolescent,Business travel,Eco,363,Short-Haul,5,2,2,2,5,5,5,5,3,5,4,4,5,5,0,Minor Delay,0,satisfied
19624,Female,Loyal Customer,56,Adolescent,Business travel,Business,1669,Long-Haul,0,0,0,4,3,5,5,3,3,3,3,3,3,4,82,Severe Delay,78,satisfied
110822,Female,Loyal Customer,42,Adolescent,Personal Travel,Eco,997,Short-Haul,2,4,2,3,4,4,4,4,4,2,4,4,4,4,4,Minor Delay,19,neutral or dissatisfied
129324,Female,Loyal Customer,68,Old,Business travel,Eco,2475,Long-Haul,1,4,2,4,5,4,4,1,1,1,1,1,1,2,0,Minor Delay,0,neutral or dissatisfied
116819,Male,Disloyal Customer,21,Adolescent,Business travel,Business,370,Short-Haul,0,0,0,1,5,0,5,5,3,4,5,5,4,5,1,Minor Delay,0,satisfied
60577,Female,Disloyal Customer,38,Adolescent,Business travel,Eco,1290,Short-Haul,2,2,2,2,4,2,4,4,3,1,2,4,2,4,1,Minor Delay,0,neutral or dissatisfied
3066,Male,Loyal Customer,37,Adolescent,Personal Travel,Business,594,Short-Haul,2,3,3,3,2,3,4,5,5,3,5,1,5,1,0,Minor Delay,11,neutral or dissatisfied
36394,Female,Loyal Customer,47,Adolescent,Business travel,Business,2381,Long-Haul,1,2,2,2,2,2,4,1,1,1,1,1,1,1,0,Minor Delay,0,neutral or dissatisfied
78078,Female,Loyal Customer,46,Adolescent,Business travel,Business,1574,Long-Haul,2,2,2,2,3,4,4,4,4,4,5,4,4,5,30,Moderate Delay,38,satisfied
50299,Female,Disloyal Customer,22,Adolescent,Business travel,Business,134,Short-Haul,1,4,1,3,1,1,1,1,2,2,4,4,4,1,0,Minor Delay,5,neutral or dissatisfied
81800,Male,Loyal Customer,57,Adolescent,Business travel,Business,1310,Short-Haul,2,2,2,2,4,5,4,4,4,4,4,4,4,4,0,Minor Delay,0,satisfied
16493,Male,Loyal Customer,36,Adolescent,Business travel,Business,2162,Long-Haul,3,5,4,5,3,3,4,1,1,1,3,1,1,3,14,Minor Delay,1,neutral or dissatisfied
95048,Female,Loyal Customer,47,Adolescent,Personal Travel,Eco,239,Short-Haul,2,5,2,4,1,2,5,5,5,2,3,5,5,3,0,Minor Delay,4,neutral or dissatisfied
93697,Male,Loyal Customer,8,Children,Personal Travel,Eco,1452,Short-Haul,4,4,4,4,4,4,4,4,1,3,4,3,4,4,0,Minor Delay,0,neutral or dissatisfied
87717,Male,Loyal Customer,41,Adolescent,Business travel,Business,1523,Long-Haul,1,1,1,1,3,4,4,5,5,5,5,3,5,3,0,Minor Delay,0,satisfied
21300,Female,Loyal Customer,70,Old,Personal Travel,Eco,526,Short-Haul,2,4,2,1,3,4,5,5,5,2,5,3,5,4,9,Minor Delay,0,neutral or dissatisfied
111247,Male,Disloyal Customer,28,Adolescent,Business travel,Business,1849,Long-Haul,1,1,1,3,2,1,2,2,4,3,3,5,4,2,13,Minor Delay,9,neutral or dissatisfied
23920,Female,Loyal Customer,68,Old,Personal Travel,Eco,579,Short-Haul,2,1,2,3,4,4,3,5,5,2,5,3,5,1,0,Minor Delay,0,neutral or dissatisfied
14002,Female,Loyal Customer,25,Adolescent,Personal Travel,Eco,160,Short-Haul,3,5,3,2,1,3,1,1,5,4,5,4,4,1,0,Minor Delay,6,neutral or dissatisfied
29227,Female,Loyal Customer,58,Adolescent,Business travel,Eco,550,Short-Haul,5,2,2,2,3,5,1,5,5,5,5,2,5,2,0,Minor Delay,0,satisfied
78212,Female,Loyal Customer,43,Adolescent,Personal Travel,Eco,259,Short-Haul,3,1,3,3,4,3,2,3,3,3,3,4,3,1,5,Minor Delay,4,neutral or dissatisfied
99926,Female,Loyal Customer,35,Adolescent,Business travel,Business,764,Short-Haul,4,4,4,4,5,5,4,2,2,2,2,3,2,3,0,Minor Delay,27,satisfied
124631,Male,Loyal Customer,46,Adolescent,Personal Travel,Eco,1671,Long-Haul,1,5,1,3,2,1,2,2,5,4,2,4,3,2,0,Minor Delay,0,neutral or dissatisfied
88370,Male,Loyal Customer,50,Adolescent,Business travel,Business,2179,Long-Haul,1,1,1,1,5,4,4,3,3,3,3,3,3,3,0,Minor Delay,0,satisfied
97892,Male,Loyal Customer,31,Adolescent,Business travel,Business,612,Short-Haul,5,5,5,5,3,3,3,3,4,3,5,4,5,3,0,Minor Delay,0,satisfied
29182,Female,Disloyal Customer,23,Adolescent,Business travel,Eco Plus,697,Short-Haul,4,0,4,4,2,4,4,2,2,5,1,5,5,2,0,Minor Delay,0,satisfied
85647,Female,Loyal Customer,35,Adolescent,Business travel,Eco Plus,259,Short-Haul,1,4,3,4,1,1,1,1,4,3,3,4,3,1,9,Minor Delay,8,neutral or dissatisfied
82785,Male,Disloyal Customer,57,Adolescent,Business travel,Business,231,Short-Haul,1,1,1,3,3,1,3,3,2,3,3,3,3,3,37,Moderate Delay,31,neutral or dissatisfied
35375,Male,Loyal Customer,38,Adolescent,Business travel,Business,2762,Long-Haul,2,3,3,3,4,3,4,2,2,2,2,1,2,2,16,Minor Delay,25,neutral or dissatisfied
54503,Female,Disloyal Customer,52,Adolescent,Business travel,Eco,802,Short-Haul,2,2,2,3,5,2,5,5,3,1,5,3,1,5,0,Minor Delay,0,neutral or dissatisfied
84154,Male,Loyal Customer,20,Adolescent,Personal Travel,Eco,1355,Short-Haul,3,4,3,4,1,3,1,1,2,3,3,4,3,1,57,Moderate Delay,45,neutral or dissatisfied
32559,Female,Loyal Customer,43,Adolescent,Business travel,Eco,102,Short-Haul,4,1,4,1,5,2,3,4,4,4,4,1,4,5,2,Minor Delay,1,satisfied
113609,Male,Loyal Customer,57,Adolescent,Personal Travel,Eco,236,Short-Haul,2,5,2,3,3,2,1,3,1,2,2,2,4,3,1,Minor Delay,0,neutral or dissatisfied
39043,Male,Loyal Customer,57,Adolescent,Personal Travel,Eco,391,Short-Haul,3,5,3,4,5,3,1,5,5,5,5,3,4,5,0,Minor Delay,0,neutral or dissatisfied
115175,Male,Loyal Customer,58,Adolescent,Business travel,Business,2814,Long-Haul,3,3,3,3,2,5,5,5,5,5,5,3,5,5,0,Minor Delay,0,satisfied
37815,Female,Loyal Customer,45,Adolescent,Personal Travel,Eco Plus,1053,Short-Haul,2,4,2,3,4,5,5,3,3,2,3,5,3,5,0,Minor Delay,0,neutral or dissatisfied
1807,Male,Loyal Customer,55,Adolescent,Business travel,Business,2113,Long-Haul,4,4,4,4,4,3,2,4,4,4,4,1,4,3,0,Minor Delay,3,neutral or dissatisfied
105244,Male,Loyal Customer,37,Adolescent,Business travel,Eco Plus,377,Short-Haul,3,4,4,4,3,3,3,3,4,1,4,1,4,3,32,Moderate Delay,13,neutral or dissatisfied
18845,Male,Loyal Customer,51,Adolescent,Business travel,Business,1945,Long-Haul,1,1,1,1,4,3,2,3,3,3,3,5,3,3,0,Minor Delay,0,satisfied
31177,Female,Loyal Customer,49,Adolescent,Business travel,Business,1620,Long-Haul,5,5,5,5,4,3,2,4,4,4,4,3,4,3,0,Minor Delay,24,satisfied
119224,Female,Loyal Customer,7,Children,Personal Travel,Eco,331,Short-Haul,4,3,4,3,2,4,2,2,3,5,3,1,2,2,0,Minor Delay,0,neutral or dissatisfied
77942,Male,Loyal Customer,50,Adolescent,Business travel,Business,1947,Long-Haul,3,3,3,3,4,5,5,4,4,4,4,4,4,4,0,Minor Delay,0,satisfied
112956,Female,Loyal Customer,65,Old,Personal Travel,Eco,1390,Short-Haul,3,3,3,3,3,4,4,1,1,3,1,2,1,4,0,Minor Delay,0,neutral or dissatisfied
104663,Female,Loyal Customer,31,Adolescent,Business travel,Business,641,Short-Haul,5,5,5,5,4,5,4,4,3,2,5,5,5,4,2,Minor Delay,1,satisfied
25964,Female,Disloyal Customer,40,Adolescent,Business travel,Business,546,Short-Haul,2,2,2,1,2,2,2,2,4,1,2,5,2,2,0,Minor Delay,10,neutral or dissatisfied
20417,Male,Loyal Customer,47,Adolescent,Business travel,Business,2095,Long-Haul,1,1,1,1,5,3,3,1,1,1,1,4,1,4,5,Minor Delay,0,neutral or dissatisfied
122343,Male,Loyal Customer,50,Adolescent,Business travel,Business,3189,Long-Haul,2,2,2,2,2,4,5,5,5,5,5,3,5,3,59,Moderate Delay,34,satisfied
43489,Male,Disloyal Customer,36,Adolescent,Business travel,Business,279,Short-Haul,2,2,2,3,2,2,2,2,2,5,3,1,4,2,0,Minor Delay,0,neutral or dissatisfied
108340,Male,Loyal Customer,33,Adolescent,Business travel,Business,1838,Long-Haul,4,4,4,4,3,3,3,3,4,2,5,3,5,3,11,Minor Delay,0,satisfied
67924,Male,Loyal Customer,26,Adolescent,Personal Travel,Eco,1235,Short-Haul,3,4,4,2,5,4,1,5,4,2,5,3,5,5,0,Minor Delay,12,neutral or dissatisfied
82611,Female,Loyal Customer,16,Children,Business travel,Business,528,Short-Haul,4,4,4,4,4,4,4,4,1,3,4,2,4,4,1,Minor Delay,0,satisfied
52176,Male,Disloyal Customer,38,Adolescent,Business travel,Eco,237,Short-Haul,1,3,1,4,2,1,2,2,5,5,5,2,2,2,0,Minor Delay,0,neutral or dissatisfied
47680,Male,Loyal Customer,68,Old,Personal Travel,Eco,1464,Short-Haul,4,4,3,3,1,3,1,1,3,2,5,3,4,1,0,Minor Delay,0,neutral or dissatisfied
16747,Male,Loyal Customer,35,Adolescent,Business travel,Business,569,Short-Haul,3,3,3,3,1,2,3,4,4,4,4,5,4,4,90,Severe Delay,94,satisfied
80488,Male,Loyal Customer,18,Adolescent,Personal Travel,Eco Plus,1299,Short-Haul,2,2,2,4,5,2,3,5,2,4,4,2,4,5,1,Minor Delay,0,neutral or dissatisfied
3498,Female,Loyal Customer,14,Children,Personal Travel,Eco,990,Short-Haul,3,5,3,4,3,3,3,3,3,4,5,4,4,3,8,Minor Delay,7,neutral or dissatisfied
81606,Male,Disloyal Customer,16,Children,Business travel,Eco,334,Short-Haul,3,4,3,4,3,3,2,3,1,4,4,3,3,3,0,Minor Delay,0,neutral or dissatisfied
121246,Male,Loyal Customer,30,Adolescent,Business travel,Business,2075,Long-Haul,2,2,2,2,2,2,2,2,2,3,3,2,2,2,161,Severe Delay,124,neutral or dissatisfied
63621,Female,Loyal Customer,49,Adolescent,Personal Travel,Eco,1440,Short-Haul,1,5,1,1,5,4,5,3,3,1,3,4,3,4,0,Minor Delay,0,neutral or dissatisfied
117518,Female,Loyal Customer,42,Adolescent,Business travel,Business,872,Short-Haul,1,1,1,1,5,4,4,4,4,4,4,4,4,5,0,Minor Delay,0,satisfied
112819,Female,Disloyal Customer,44,Adolescent,Business travel,Business,1164,Short-Haul,4,4,4,5,3,4,3,3,3,2,5,5,5,3,10,Minor Delay,0,neutral or dissatisfied
104970,Male,Loyal Customer,41,Adolescent,Business travel,Business,3019,Long-Haul,3,3,3,3,5,5,5,4,4,4,4,4,4,3,23,Minor Delay,9,satisfied
70129,Male,Loyal Customer,36,Adolescent,Business travel,Business,1886,Long-Haul,3,2,4,2,4,3,3,3,3,3,3,3,3,3,0,Minor Delay,0,neutral or dissatisfied
93895,Female,Loyal Customer,43,Adolescent,Personal Travel,Eco,590,Short-Haul,1,4,1,4,3,3,3,2,2,1,2,3,2,4,0,Minor Delay,0,neutral or dissatisfied
15497,Male,Loyal Customer,51,Adolescent,Personal Travel,Eco,164,Short-Haul,5,4,5,3,1,5,1,1,3,2,5,5,5,1,0,Minor Delay,11,satisfied
8021,Female,Loyal Customer,34,Adolescent,Business travel,Business,2487,Long-Haul,1,1,1,1,3,4,4,5,5,5,5,3,5,3,0,Minor Delay,0,satisfied
108241,Female,Loyal Customer,56,Adolescent,Business travel,Business,1682,Long-Haul,1,1,4,1,5,5,5,5,5,5,5,4,5,5,10,Minor Delay,5,satisfied
105943,Female,Loyal Customer,42,Adolescent,Personal Travel,Eco Plus,1491,Short-Haul,2,1,2,1,1,2,1,2,2,2,2,3,2,3,6,Minor Delay,0,neutral or dissatisfied
66096,Male,Loyal Customer,69,Old,Personal Travel,Eco Plus,1055,Short-Haul,2,5,2,3,2,2,2,2,4,5,5,3,5,2,0,Minor Delay,0,neutral or dissatisfied
95843,Male,Loyal Customer,56,Adolescent,Business travel,Business,759,Short-Haul,3,3,3,3,3,4,4,4,4,4,4,4,4,3,10,Minor Delay,0,satisfied
129281,Male,Disloyal Customer,33,Adolescent,Business travel,Business,550,Short-Haul,2,2,2,2,3,2,3,3,4,5,4,3,4,3,0,Minor Delay,8,neutral or dissatisfied
47301,Male,Loyal Customer,34,Adolescent,Business travel,Business,1512,Long-Haul,4,4,4,4,4,3,3,5,5,5,5,2,5,2,0,Minor Delay,0,satisfied
96927,Male,Loyal Customer,50,Adolescent,Business travel,Business,2937,Long-Haul,1,1,5,1,5,5,4,4,4,4,4,4,4,4,0,Minor Delay,0,satisfied
116699,Female,Disloyal Customer,20,Adolescent,Business travel,Eco Plus,337,Short-Haul,2,1,2,3,2,2,2,2,1,2,2,1,2,2,14,Minor Delay,32,neutral or dissatisfied
78034,Female,Loyal Customer,70,Old,Personal Travel,Eco,332,Short-Haul,2,5,2,3,3,5,4,4,4,2,4,5,4,4,0,Minor Delay,0,neutral or dissatisfied
28862,Male,Loyal Customer,53,Adolescent,Business travel,Eco,956,Short-Haul,4,4,3,4,4,4,4,4,4,2,1,1,2,4,0,Minor Delay,0,satisfied
59197,Female,Loyal Customer,42,Adolescent,Business travel,Business,1440,Short-Haul,5,5,5,5,2,5,4,5,5,4,5,4,5,5,7,Minor Delay,0,satisfied
29381,Female,Loyal Customer,26,Adolescent,Business travel,Business,2355,Long-Haul,5,5,5,5,4,4,4,4,1,4,3,4,4,4,0,Minor Delay,0,satisfied
77345,Female,Loyal Customer,53,Adolescent,Business travel,Business,588,Short-Haul,1,1,5,1,4,5,5,2,2,2,2,4,2,5,0,Minor Delay,0,satisfied
5634,Female,Loyal Customer,35,Adolescent,Personal Travel,Eco Plus,685,Short-Haul,3,3,3,4,5,3,4,5,3,4,3,2,3,5,0,Minor Delay,10,neutral or dissatisfied
30849,Male,Loyal Customer,25,Adolescent,Business travel,Business,973,Short-Haul,1,1,1,1,3,4,3,3,5,4,2,3,2,3,12,Minor Delay,0,satisfied
32159,Female,Loyal Customer,36,Adolescent,Business travel,Business,2198,Long-Haul,5,5,5,5,1,2,4,4,4,4,5,4,4,5,3,Minor Delay,3,satisfied
77003,Female,Loyal Customer,54,Adolescent,Business travel,Eco,368,Short-Haul,2,5,5,5,1,4,4,2,2,2,2,2,2,3,0,Minor Delay,0,neutral or dissatisfied
48473,Male,Loyal Customer,45,Adolescent,Business travel,Business,3439,Long-Haul,1,4,4,4,3,3,4,1,1,1,1,4,1,2,3,Minor Delay,2,neutral or dissatisfied
58957,Male,Loyal Customer,46,Adolescent,Business travel,Business,1723,Long-Haul,4,4,4,4,5,3,5,4,4,4,4,5,4,4,0,Minor Delay,0,satisfied
18633,Female,Loyal Customer,48,Adolescent,Personal Travel,Eco,190,Short-Haul,3,5,0,1,3,4,4,1,1,0,1,3,1,4,0,Minor Delay,6,neutral or dissatisfied
78925,Male,Loyal Customer,43,Adolescent,Business travel,Business,3587,Long-Haul,4,4,4,4,4,4,5,4,4,4,4,3,4,4,2,Minor Delay,2,satisfied
584,Male,Disloyal Customer,25,Adolescent,Business travel,Business,282,Short-Haul,1,1,1,3,2,1,2,2,3,1,4,1,4,2,0,Minor Delay,1,neutral or dissatisfied
28683,Female,Loyal Customer,48,Adolescent,Personal Travel,Eco,2777,Long-Haul,4,3,4,4,4,4,3,3,3,4,3,3,3,2,0,Minor Delay,0,satisfied
118946,Female,Loyal Customer,46,Adolescent,Business travel,Business,3388,Long-Haul,4,4,4,4,4,4,5,4,4,4,4,3,4,4,129,Severe Delay,117,satisfied
51238,Male,Loyal Customer,47,Adolescent,Business travel,Eco Plus,209,Short-Haul,3,5,5,5,3,3,3,3,1,1,1,3,2,3,34,Moderate Delay,20,satisfied
93759,Female,Disloyal Customer,20,Adolescent,Business travel,Eco,368,Short-Haul,1,2,1,3,2,1,2,2,4,4,3,4,4,2,16,Minor Delay,6,neutral or dissatisfied
92489,Male,Loyal Customer,28,Adolescent,Business travel,Business,2139,Long-Haul,2,1,3,1,2,2,2,2,1,3,3,4,4,2,11,Minor Delay,28,neutral or dissatisfied
99282,Male,Loyal Customer,44,Adolescent,Business travel,Eco,935,Short-Haul,3,4,1,4,3,3,3,3,2,4,4,4,4,3,0,Minor Delay,1,neutral or dissatisfied
31192,Male,Loyal Customer,47,Adolescent,Business travel,Business,1864,Long-Haul,1,1,1,1,3,4,3,4,4,4,4,4,4,3,0,Minor Delay,5,satisfied
113153,Male,Disloyal Customer,24,Adolescent,Business travel,Eco,677,Short-Haul,1,1,1,4,4,1,4,4,5,2,4,3,5,4,7,Minor Delay,0,neutral or dissatisfied
94204,Male,Loyal Customer,56,Adolescent,Business travel,Business,2100,Long-Haul,0,5,0,4,4,5,5,4,4,4,4,5,4,3,3,Minor Delay,0,satisfied
100842,Male,Loyal Customer,63,Old,Business travel,Business,3570,Long-Haul,1,4,4,4,5,3,3,1,1,1,1,1,1,1,121,Severe Delay,94,neutral or dissatisfied
55943,Male,Loyal Customer,54,Adolescent,Business travel,Business,1620,Long-Haul,5,5,5,5,2,4,5,3,3,3,3,5,3,4,0,Minor Delay,0,satisfied
88580,Male,Loyal Customer,29,Adolescent,Personal Travel,Eco,223,Short-Haul,2,5,2,5,1,2,1,1,3,3,5,4,4,1,26,Minor Delay,31,neutral or dissatisfied
64608,Female,Disloyal Customer,54,Adolescent,Business travel,Business,190,Short-Haul,4,5,5,4,4,4,4,4,5,3,5,5,4,4,0,Minor Delay,0,satisfied
88369,Male,Disloyal Customer,58,Adolescent,Business travel,Eco,442,Short-Haul,1,1,1,4,4,1,4,4,2,5,4,1,4,4,44,Moderate Delay,43,neutral or dissatisfied
74489,Female,Loyal Customer,40,Adolescent,Business travel,Business,1235,Short-Haul,3,3,3,3,5,4,5,5,5,5,5,4,5,4,0,Minor Delay,2,satisfied
108855,Female,Disloyal Customer,25,Adolescent,Business travel,Business,2139,Long-Haul,3,5,3,4,3,3,3,3,4,2,5,5,4,3,11,Minor Delay,0,neutral or dissatisfied
66542,Male,Loyal Customer,60,Old,Business travel,Business,2165,Long-Haul,0,0,0,2,4,4,4,5,5,5,5,4,5,4,0,Minor Delay,0,satisfied
102522,Female,Loyal Customer,14,Children,Personal Travel,Eco,236,Short-Haul,2,5,2,5,4,2,4,4,3,2,4,3,4,4,0,Minor Delay,0,neutral or dissatisfied
116166,Male,Loyal Customer,21,Adolescent,Personal Travel,Eco,390,Short-Haul,2,4,2,2,3,2,3,3,3,5,5,3,4,3,44,Moderate Delay,42,neutral or dissatisfied
81179,Male,Loyal Customer,39,Adolescent,Business travel,Business,726,Short-Haul,2,2,2,2,3,4,5,5,5,5,5,4,5,4,0,Minor Delay,0,satisfied
117503,Female,Loyal Customer,69,Old,Personal Travel,Eco,507,Short-Haul,2,4,2,2,4,5,5,4,4,2,1,4,4,5,0,Minor Delay,0,neutral or dissatisfied
80515,Female,Loyal Customer,64,Old,Personal Travel,Eco,1749,Long-Haul,3,4,3,4,3,2,2,4,1,3,4,2,3,2,182,Severe Delay,197,neutral or dissatisfied
64841,Male,Loyal Customer,58,Adolescent,Business travel,Business,1505,Long-Haul,2,2,2,2,3,4,4,5,5,5,5,4,5,4,16,Minor Delay,15,satisfied
78590,Male,Loyal Customer,39,Adolescent,Business travel,Business,2081,Long-Haul,1,1,1,1,4,4,5,4,4,4,4,4,4,3,0,Minor Delay,0,satisfied
615,Female,Loyal Customer,39,Adolescent,Business travel,Business,2145,Long-Haul,0,4,0,2,4,5,5,2,2,2,2,5,2,5,0,Minor Delay,0,satisfied
112434,Male,Disloyal Customer,20,Adolescent,Business travel,Eco,853,Short-Haul,2,2,2,3,3,2,3,3,5,5,4,5,4,3,0,Minor Delay,0,neutral or dissatisfied
127000,Male,Disloyal Customer,17,Children,Business travel,Business,338,Short-Haul,0,2,0,5,5,0,5,5,3,2,5,3,5,5,0,Minor Delay,0,satisfied
33150,Female,Loyal Customer,49,Adolescent,Personal Travel,Eco,101,Short-Haul,4,2,4,4,5,4,4,1,1,4,1,4,1,4,0,Minor Delay,0,satisfied
102594,Female,Disloyal Customer,42,Adolescent,Business travel,Eco Plus,223,Short-Haul,1,1,1,1,3,1,3,3,5,5,1,5,4,3,32,Moderate Delay,21,neutral or dissatisfied
112672,Female,Loyal Customer,41,Adolescent,Business travel,Business,605,Short-Haul,3,3,3,3,2,5,5,4,4,5,4,3,4,5,11,Minor Delay,0,satisfied
79271,Female,Disloyal Customer,27,Adolescent,Business travel,Business,1101,Short-Haul,0,0,0,4,0,1,1,3,3,4,5,1,4,1,0,Minor Delay,2,satisfied
22234,Female,Loyal Customer,27,Adolescent,Business travel,Business,3076,Long-Haul,4,4,4,4,5,5,5,5,5,2,5,3,5,5,68,Severe Delay,67,satisfied
80654,Female,Disloyal Customer,29,Adolescent,Business travel,Business,821,Short-Haul,5,5,5,4,5,5,5,5,4,3,5,5,4,5,0,Minor Delay,0,satisfied
28251,Female,Loyal Customer,54,Adolescent,Business travel,Eco,1542,Long-Haul,4,3,3,3,2,1,2,4,4,4,4,1,4,1,14,Minor Delay,45,satisfied
97572,Male,Disloyal Customer,23,Adolescent,Business travel,Eco,448,Short-Haul,3,4,3,4,2,3,2,2,4,1,3,1,4,2,78,Severe Delay,70,neutral or dissatisfied
66075,Male,Loyal Customer,37,Adolescent,Personal Travel,Eco,1055,Short-Haul,1,5,1,4,1,1,1,1,3,2,5,3,4,1,21,Minor Delay,21,neutral or dissatisfied
57381,Male,Loyal Customer,43,Adolescent,Personal Travel,Eco Plus,414,Short-Haul,4,3,4,2,5,4,5,5,1,4,5,5,4,5,0,Minor Delay,0,neutral or dissatisfied
87757,Male,Disloyal Customer,21,Adolescent,Business travel,Eco,214,Short-Haul,4,0,4,2,5,4,5,5,4,3,5,5,4,5,2,Minor Delay,8,satisfied
69213,Male,Loyal Customer,51,Adolescent,Business travel,Business,733,Short-Haul,1,1,1,1,5,5,5,5,5,5,5,4,5,5,7,Minor Delay,0,satisfied
51551,Male,Loyal Customer,24,Adolescent,Business travel,Eco,651,Short-Haul,5,4,4,4,5,5,4,5,5,4,2,5,4,5,40,Moderate Delay,23,satisfied
99216,Female,Loyal Customer,28,Adolescent,Business travel,Business,495,Short-Haul,1,1,1,1,5,4,5,5,5,5,4,4,5,5,5,Minor Delay,4,satisfied
25865,Female,Disloyal Customer,44,Adolescent,Business travel,Eco Plus,692,Short-Haul,1,1,1,4,2,1,2,2,5,2,4,1,4,2,8,Minor Delay,0,neutral or dissatisfied
102890,Female,Disloyal Customer,29,Adolescent,Business travel,Business,1037,Short-Haul,4,4,4,3,1,4,1,1,4,5,4,4,4,1,0,Minor Delay,0,satisfied
67473,Female,Loyal Customer,38,Adolescent,Personal Travel,Eco,592,Short-Haul,3,2,3,3,4,3,4,4,4,4,4,2,3,4,0,Minor Delay,0,neutral or dissatisfied
85567,Female,Loyal Customer,30,Adolescent,Business travel,Business,3560,Long-Haul,0,0,0,4,3,3,3,3,3,5,4,4,4,3,1,Minor Delay,0,satisfied
8185,Female,Disloyal Customer,58,Adolescent,Business travel,Eco,402,Short-Haul,3,1,3,2,4,3,4,4,3,2,2,1,3,4,0,Minor Delay,0,neutral or dissatisfied
5974,Female,Loyal Customer,35,Adolescent,Personal Travel,Business,1041,Short-Haul,3,5,3,3,2,5,4,2,2,3,2,5,2,5,22,Minor Delay,11,neutral or dissatisfied
98206,Female,Loyal Customer,39,Adolescent,Personal Travel,Eco,327,Short-Haul,4,0,4,3,5,4,5,5,3,4,5,5,5,5,0,Minor Delay,20,neutral or dissatisfied
16903,Female,Loyal Customer,40,Adolescent,Personal Travel,Eco,746,Short-Haul,2,4,2,4,5,2,5,5,4,5,4,4,4,5,14,Minor Delay,54,neutral or dissatisfied
12729,Male,Loyal Customer,40,Adolescent,Personal Travel,Eco,721,Short-Haul,5,1,5,3,3,5,3,3,4,2,4,2,4,3,8,Minor Delay,0,satisfied
104222,Female,Loyal Customer,48,Adolescent,Business travel,Eco,680,Short-Haul,3,1,1,1,1,4,4,3,3,3,3,1,3,2,37,Moderate Delay,12,neutral or dissatisfied
32408,Female,Loyal Customer,46,Adolescent,Business travel,Eco,163,Short-Haul,5,3,3,3,2,3,4,5,5,5,5,4,5,1,0,Minor Delay,0,satisfied
51093,Male,Loyal Customer,12,Children,Personal Travel,Eco,86,Short-Haul,2,2,2,4,2,2,2,2,3,1,3,4,4,2,0,Minor Delay,0,neutral or dissatisfied
71816,Female,Loyal Customer,28,Adolescent,Business travel,Business,1723,Long-Haul,2,2,2,2,5,5,5,5,5,5,3,3,5,5,0,Minor Delay,0,satisfied
125047,Male,Loyal Customer,44,Adolescent,Personal Travel,Eco,2300,Long-Haul,3,4,3,1,1,3,1,1,5,2,4,5,5,1,4,Minor Delay,0,neutral or dissatisfied
47273,Female,Loyal Customer,44,Adolescent,Business travel,Eco,574,Short-Haul,5,5,5,5,5,5,4,5,5,5,5,3,5,2,0,Minor Delay,0,satisfied
117632,Female,Loyal Customer,12,Children,Personal Travel,Eco,843,Short-Haul,3,1,3,3,4,3,4,4,4,3,4,2,3,4,1,Minor Delay,0,neutral or dissatisfied
41921,Female,Disloyal Customer,36,Adolescent,Business travel,Eco,129,Short-Haul,3,3,3,3,3,3,3,3,2,2,2,3,4,3,0,Minor Delay,3,neutral or dissatisfied
123870,Male,Loyal Customer,40,Adolescent,Business travel,Business,2212,Long-Haul,2,5,5,5,4,2,3,2,2,2,2,1,2,4,0,Minor Delay,8,neutral or dissatisfied
127043,Female,Disloyal Customer,28,Adolescent,Business travel,Eco,646,Short-Haul,3,3,3,3,3,3,5,3,4,2,4,3,4,3,0,Minor Delay,0,neutral or dissatisfied
19647,Male,Loyal Customer,50,Adolescent,Personal Travel,Eco Plus,642,Short-Haul,4,3,5,2,4,5,4,4,4,1,1,1,5,4,0,Minor Delay,0,neutral or dissatisfied
94863,Male,Loyal Customer,33,Adolescent,Business travel,Business,441,Short-Haul,1,5,1,1,4,4,4,4,3,4,5,4,5,4,0,Minor Delay,2,satisfied
